id	type	params_key	value	timestamp	activity_id	event
241	SetValue	cmi.suspend_data	N4IgJiBcCMAsAc0CsAaEAbKAGNA3KA2lgLpoBqhO0KATCgMykgAOUo6AhgM4AuZAlgFMA7oLABldPzCDseIcIAiAVwBOHHvwD2AOzkguUmeJ4bBXNiCyWAxloC2zdIJ5ioAMw7oug+V36uEJA8qsq+ILj8/oEAEgCezIKqUjoA1haQBMQAvrloAI5suUAA==	9/9/2019, 5:26:30 PM	http://nss-grassblade.com/wordpress/gb_xapi_content/ispring1.2	on launch
242	SetValue	cmi.core.exit	suspend	9/9/2019, 5:26:32 PM	http://nss-grassblade.com/wordpress/gb_xapi_content/ispring1.2	
243	SetValue	cmi.core.session_time	00:00:23	9/9/2019, 5:26:36 PM	http://nss-grassblade.com/wordpress/gb_xapi_content/ispring1.2	
244	SetValue	cmi.suspend_data	N4IgJiBcBMDMAM8AsAaEAbK80DcoG14BdNANQOwEYVoVYSQAHKUdAQwGcAXUgSwFMA7vzABldLzD8suAYIAiAVwBObLrwD2AOxkgOEqaK5r+HFiHjmAxhoC2jdPy4ioXZYv6yOvZxEhuPLx8RAAkAT0Z+ZQktAGszSHwiAF9UtABHFlSgAA=	9/9/2019, 5:26:38 PM	http://nss-grassblade.com/wordpress/gb_xapi_content/ispring1.2	
245	SetValue	cmi.core.session_time	00:00:27	9/9/2019, 5:26:40 PM	http://nss-grassblade.com/wordpress/gb_xapi_content/ispring1.2	
246	SetValue	cmi.suspend_data	N4IgJiBcBMDsAMsAcAaEAbK80DcoG14BdNANQOwEYVoUBmEkABylHQEMBnAF1IEsApgHcBYAMro+YAVlyChAEQCuAJ3bc+AewB2skJ0nSx3dQM6sQ8CwGNNAWyboB3UVG4qlAuZz4uIkd09vX1EACQBPJgEVSW0Aa3NIfCIAXxS0AykBABU+OwFYgWNTRNArSFBE7BBuLAA6eHhKRpbGgBZYNoBOToBWSjo0MQs7C0TmDnC+bQBzEDRayEoG1vbOnrb+wZBsi0XCFEpGdQJQReqWJLO8mUhq9AAZKEpegDYkeDomzvhe1BAAGYqAQCABetwB7HQnAEKVSKDOeku+Gu+T0j2ebw+X0oXXesG2QJB4KgkOhsNSqXSID4BCpaTQAEdWGkgA	9/9/2019, 5:26:42 PM	http://nss-grassblade.com/wordpress/gb_xapi_content/ispring1.2	
247	SetValue	cmi.core.session_time	00:00:46	9/9/2019, 5:27:00 PM	http://nss-grassblade.com/wordpress/gb_xapi_content/ispring1.2	
248	SetValue	cmi.suspend_data	N4IgJiBcAsBsCMsAcAaEAbKAGNA3KA2lgLpoBqhO8KATCgMykgAOUo6AhgM4AuZAlgFMA7oLABldPzCDseIcIAiAVwBOHHvwD2AOyg16aLlJnieGwVzYgs1gMZaAts3SCeYqD1XLB8rv3cISC8fPwCxAAkAT2ZBVSkdAGsrSAJiAF90oxNBABV+R0EEwTMLFNBbSFAUnBAebAA6LCx4Zrbm6AB2aABOboBWeEMQcWtHaxSWTij+HQBzEDR6yHgm9o7uvuhB4dzrZaIUeCYNQlBl2tZU84LZSFr0ABkoeH7kLHoW7qx+1BAAM1UgkEAC87v8OOguIJ0hkUOc5CwznVboini83kgPi0eshOsNAcCwVAIVCYRkMlkQPxCJTMmgAI5sTJAAA	9/9/2019, 5:27:02 PM	http://nss-grassblade.com/wordpress/gb_xapi_content/ispring1.2	
249	SetValue	cmi.core.session_time	00:01:05	9/9/2019, 5:27:19 PM	http://nss-grassblade.com/wordpress/gb_xapi_content/ispring1.2	
250	SetValue	cmi.suspend_data	N4IgJiBcBsCsBMAWeAaEAbKAGNA3KA2lgLpoBqhOAjCqgMykgAOUo6AhgM4AuZAlgFMA7gLABldHzADseQUIAiAVwBO7bnwD2AOyjI0nSdLHd1AzqxBZLAY00BbJugHdRUbiqUC5nPq4iQHl4+fqIAEgCeTAIqktoA1haQBMQAvqkGRgIAKnz2AnECJmZJoNaQoEk4INzYAHRYWFSNLY2IAOyIAJydsFR0aGKW9pZJzBwRfNoA5iBotZBUDa1tnT2IfQMg2ZYLRChUjOqEoAvVLMmneTKQ1egAMlBUsNAAHFh0TZ1YsK9oAGYqAQCABeN3+7HQnAEqTSKFOsmYJxq10RDyeL3enyoXTe7S2gOBYKgEKhMLSaQyID4hEp6TQAEdWOkgAA	9/9/2019, 5:27:21 PM	http://nss-grassblade.com/wordpress/gb_xapi_content/ispring1.2	
251	SetValue	cmi.core.session_time	00:01:24	9/9/2019, 5:27:38 PM	http://nss-grassblade.com/wordpress/gb_xapi_content/ispring1.2	
252	SetValue	cmi.suspend_data	N4IgJiBcAcAsDMsAMAaEAbKqQDcoG0kBdNANQNQEYUAmFeEkABylHQEMBnAF1IEsApgHcBYAMro+YAVjQ5BQgCIBXAE7tufAPYA7KADZqITpOljuGgZ1YgkNgMZaAtk3QDuoqN1XKBcvpx8HhCQ3r7+gcEAEgCeTAKqkjoA1taQ+EQAvploJlICACp8TgJJAuaWaaB2kKBp2NxYAHRISJStHa2wAOywAJy9AKyU8GhiNk42acwcMXw6AOYgaI2QlC2dXb0DsMOjIAU2q4QolIwaBKCr2CzpV8UykNjoADJQlIP60Ejwbb1Ig2gaAAZqoBAIAF6PYHsdCcASZLIoK6yZiXECaEqo17vT7fX6UPpfbr7UHgqFQGFwhFZLI5EB8Ah07JoACOrGyQAAA	9/9/2019, 5:27:40 PM	http://nss-grassblade.com/wordpress/gb_xapi_content/ispring1.2	
253	SetValue	cmi.core.session_time	00:01:43	9/9/2019, 5:27:57 PM	http://nss-grassblade.com/wordpress/gb_xapi_content/ispring1.2	
254	SetValue	cmi.suspend_data	N4IgJiBcCMAMDMAWeAmANCANlWGBuUA2rALoYBqRu0a68ZIADlKJgIYDOALuQJYCmAd35gAypl5h+OfAMEARAK4AnNl14B7AHZQAHLhAcJU0VzX8OLELCsBjDQFtGmflxFQuyxf1kdebiEhPb19/EQAJAE9GfmUJLQBrS0hCEgBfNIwjSX4AFV4Hfnj+U3Nk0BtIUGSDLhwAOlhYOCbW2EQAdkQATi6AVmh4DFErBytkpnZI3i0AcxAMOphGtqbOnv7BjFyrJeI0aAY1IlAlg2YU04LpSANMABkoaD6ANn14Zq7YPt0MADNlPx+AAvG5/NiYDj8NLpNCnGRME4gdSFBEPJ6vd7NbpvDpDEAAoGgqDgyHQ9LpTIgXhESkZDAARxYGSAAA	9/9/2019, 5:27:59 PM	http://nss-grassblade.com/wordpress/gb_xapi_content/ispring1.2	
255	SetValue	cmi.core.session_time	00:02:02	9/9/2019, 5:28:16 PM	http://nss-grassblade.com/wordpress/gb_xapi_content/ispring1.2	
256	SetValue	cmi.suspend_data	N4IgJiBcCMBMsBYAcSA0IA2UAM6BuUA2tgLroBqRu0qsqAzGSAA5SgYCGAzgC7kCWAUwDugsAGUM/MIJz4hwgCIBXAE4ce/APYA7KAE596LlJnieGwVzYhsNgMZaAtswyCeYqD1XLB8rvweEJDevv6BYgASAJ7MgqpSOgDW1pCEJAC+GcamggAq/E6CiYLmlqmgdpCgqbggPDgAdNjY0C3tLQgA7Aj6PQCs0PTo4jZONqksnNH8OgDmIOgNMM0dnT19CIPDIHk2y8So0EwaRKDLdaxp54WykHUYADJQ0P0AbEjY9K092P1oIAAZqpBIIAF53QEcDBcQQZTKoc5yFhneq3ZFPF7vT7faD6D5dHbA0EQqBQmFwzKZbIgfhEalZdAARzYWSAAA=	9/9/2019, 5:28:18 PM	http://nss-grassblade.com/wordpress/gb_xapi_content/ispring1.2	
257	SetValue	cmi.core.session_time	00:02:21	9/9/2019, 5:28:35 PM	http://nss-grassblade.com/wordpress/gb_xapi_content/ispring1.2	
258	SetValue	cmi.suspend_data	N4IgJiBcCMAs0FYAcAmANCANlADBgblANo4C6GAasXtGugMzkgAOUomAhgM4AuFAlgFMA7oLABlTPzCDcBIcIAiAVwBOHHvwD2AOyjRoSDFykzxPDYK5sQOGwGMtAW2aZBPMVB6rlg+V34PCEhvX39AsQAJAE9mQVUpHQBra0giUgBfDONTQQAVfidBRMFzS1TQO0hQVLwQHlwAOhwcaBb2ltgAdlgATh6EaHoMcRsnG1SWTmj+HQBzEAwGmGaOzp7+2EHhkDybZZI0aCYNYlBlutY088LZSDrMABl9BAA2JBx6Vp6cZAwAM1UgkEAC87v8OJguIIMpk0Oc5CwzvVboini93p9Wr13l0doDgWCoBCoTDMplsiB+MQKVkMABHNhZIAA==	9/9/2019, 5:28:37 PM	http://nss-grassblade.com/wordpress/gb_xapi_content/ispring1.2	
259	SetValue	cmi.core.session_time	00:02:40	9/9/2019, 5:28:54 PM	http://nss-grassblade.com/wordpress/gb_xapi_content/ispring1.2	
260	SetValue	cmi.suspend_data	N4IgJiBcCMBsAMsDM0A0IA2V7oG5QG14BddANUJzQCZUlSQAHKUDAQwGcAXMgSwFMA7vzABlDLzD9seAYIAiAVwBObLrwD2AOyjQkAdnQcJU0VzX8OLEPGsBjDQFtGGflxFQuyxf1kde7hCQXj5+ASIAEgCejPzKEloA1laQBMQAvulGJvwAKryO/An8ZhYpoLaQoCk4IFzYAHTw8NDNbc0ALPodAJzdAKx66KLWjtYpTOxRvFoA5iDo9TBN7Z3dfR2DSOi51ktEqNAMaoSgS7XMqWcF0pC1GAAyuv2wABzwSC3d8P2v6ABmyn4/AAXrd/mwMBx+OkMqgzjImKc6jdEY9nm8Pi0em99NsQIDgWCoBCoTCMhksiBeIRKZl0ABHFiZIAAA	9/9/2019, 5:28:56 PM	http://nss-grassblade.com/wordpress/gb_xapi_content/ispring1.2	
261	SetValue	cmi.core.session_time	00:02:50	9/9/2019, 5:29:04 PM	http://nss-grassblade.com/wordpress/gb_xapi_content/ispring1.2	
262	SetValue	cmi.suspend_data	N4IgJiBcCMDsAMA2AHATgDQgDZXpgblANrwC6mAasXtOgEzoDM5IADlKFgIYDOALhQCWAUwDuwsAGUsgsMNwERogCIBXAE5c+ggPYA7KNAAssTDxlzJfLcJ4cQ8ewGMdAW1ZZhfCVD7rVwoo8gt4QkH4BQSESABIAnqzC6jJ6ANZ2kESkAL7ZZhbCACqCrsIpwlY2GaCOkKAZeCB8uAB08PDQ7V3tJkaosEYArNCMmJL2rvYZIC7unqEgmM0wbd09A/1DI5iF9ssk6NAsWsSgy43smWcl8pCNWAAyhoMo8IwdA/CDyJgAZurCYQAL1uvy4WB4wmyOXQZwUbFOTRu8Mez1e72gqBQsFGIH+gJBUDBEKhORyeRAgmI5NymAAjhxckAAA==	9/9/2019, 5:29:06 PM	http://nss-grassblade.com/wordpress/gb_xapi_content/ispring1.2	
263	SetValue	cmi.core.session_time	00:02:54	9/9/2019, 5:29:08 PM	http://nss-grassblade.com/wordpress/gb_xapi_content/ispring1.2	
264	SetValue	cmi.suspend_data	N4IgJiBcCMDsAssAc8A0IA2UAM6BuUA2tgLroBqRu0qATKgMxkgAOUoGAhgM4Au5ASwCmAdyFgAyhgFghUGiDzCRAEQCuAJ068BAewB28xOm7TZE3tqHd2IbLYDGugLYsMQ3uKi8NaofgFuAU8ISB8/AKCQgAkATxYhDWl9AGsbSEISAF90aEcXNw8vSAAzTgxuf0VA4OLwqqUo8TiEpIFU9MysnJBTGSEAFQFnIWShCyt00HtIUHTcEF4cADpsbGg1zbXEeABOBABWaAZ0CVtnW3SQJ1d3EJB0JZhVre2Effgjk5AB2yfiVDQZjaIigJ4LNgZMHDOSQBYYAAy8gOADYkNgGOsENgDkh0CUNEIhAAvWFlCpCLLZVBgnDoSGEaEjOmYJEwVHozHQXZo2DfAlE0lQcmVKlinoCIjZbo9ACO7G6QAA=	9/9/2019, 5:29:10 PM	http://nss-grassblade.com/wordpress/gb_xapi_content/ispring1.2	
265	SetValue	cmi.core.score.raw	0	9/9/2019, 5:29:12 PM	http://nss-grassblade.com/wordpress/gb_xapi_content/ispring1.2	
266	Statement	Statement	"{\\"actor\\":{\\"mbox\\":\\"mailto:deepak@nextsoftwaresolutions.com\\",\\"name\\":\\"nsstester\\",\\"objectType\\":\\"Agent\\"},\\"verb\\":{\\"id\\":\\"http://adlnet.gov/expapi/verbs/scored\\",\\"display\\":{\\"de-DE\\":\\"erreichte\\",\\"en-US\\":\\"scored\\",\\"fr-FR\\":\\"a marqué\\",\\"es-ES\\":\\"anotó\\",\\"ar-AR\\":\\"سحل النقاط\\"}},\\"object\\":{\\"id\\":\\"http://nss-grassblade.com/wordpress/gb_xapi_content/ispring1.2\\",\\"definition\\":{\\"type\\":\\"http://adlnet.gov/expapi/activities/lesson\\"}},\\"context\\":{\\"contextActivities\\":{\\"grouping\\":[{\\"id\\":\\"http://nss-grassblade.com/wordpress/gb_xapi_content/ispring1.2?attemptId=2c501c26-79a5-4ddc-c3a7-453be8bd680a\\",\\"objectType\\":\\"Activity\\",\\"definition\\":{\\"type\\":\\"http://adlnet.gov/expapi/activities/attempt\\"}},{\\"id\\":\\"\\",\\"objectType\\":\\"Activity\\",\\"definition\\":{\\"type\\":\\"http://adlnet.gov/expapi/activities/course\\"}},\\"\\"],\\"category\\":[{\\"id\\":\\"https://w3id.org/xapi/scorm\\"}]},\\"registration\\":\\"cfe774a4-610a-40a9-a752-d840db9256bf\\"},\\"result\\":{\\"score\\":{\\"scaled\\":0}},\\"id\\":\\"664d0b63-aed9-4233-ba3f-37bbd64c0e3b\\"}"	9/9/2019, 5:29:14 PM		on clicking start
267	SetValue	cmi.core.score.min	0	9/9/2019, 5:29:17 PM	http://nss-grassblade.com/wordpress/gb_xapi_content/ispring1.2	on clicking start
268	SetValue	cmi.core.score.max	110	9/9/2019, 5:29:19 PM	http://nss-grassblade.com/wordpress/gb_xapi_content/ispring1.2	on clicking start
269	SetValue	cmi.core.lesson_status	incomplete	9/9/2019, 5:29:21 PM	http://nss-grassblade.com/wordpress/gb_xapi_content/ispring1.2	on clicking start
270	SetValue	cmi.core.session_time	00:03:09	9/9/2019, 5:29:23 PM	http://nss-grassblade.com/wordpress/gb_xapi_content/ispring1.2	on clicking start
271	SetValue	cmi.suspend_data	N4IgJiBcCMAcCcBmWA2ANCANlaGBuUA2gAxrQC6GAakabgExqKUgAOUomAhgM4AuVAJYBTAO7CwAZUyCwwnPhGiAIgFcATlz6CA9gDscAFgDsGHjLmS+W4Tw4hi9gMY6Atq0zC+EqH3WrhRR5BbwhIPwCgkIkACQBPVmF1GT0AaztIQnIAXwxoZzcPLx9IADMuTB5AkDxBYNDff2ra+tiEpJT0ohzckHNZYQAVQVdhFOErGwzQR0hQDNIQPihiADpiYmgN7Y2TQ3hjQwBWaEQMSXtXewyQF3dPBoxlmHWd3cOD49OMQftnkjILC0RFAz0W7EyoJG8kgi0wABkcEcULBiIhNodiEdYBhSuphMIAF4w8qVYTZHJoUErDAQwhQ0Y0rCImDI1Ho6DwFHGM4gPEE4lQUlVCmi3qCbrZKW9ACOHClQAAA=	9/9/2019, 5:29:25 PM	http://nss-grassblade.com/wordpress/gb_xapi_content/ispring1.2	on clicking start
272	SetValue	cmi.core.session_time	00:03:15	9/9/2019, 5:29:29 PM	http://nss-grassblade.com/wordpress/gb_xapi_content/ispring1.2	
273	SetValue	cmi.suspend_data	N4IgJiBcCMCcCs8BMA2ANCANlaGBuUA2gAxrQC6GAakabkmgMyUgAOUomAhgM4AuVAJYBTAO7CwAZUyCwwnPhGiAIgFcATlz6CA9gDscAFgDsGHjLmS+W4Tw4hi9gMY6Atq0zC+EqH3WrhRR5BbwhIPwCgkIkACQBPVmF1GT0AaztIQnIAXwxoZzcPLx9w/0CQPEFg0N8yqND4xOTBNIys7NyQc1lhABVBV2EU4SsbDNBHSFAM0hA+KGIAOmJiaBX1lZNDWGNDeGhGDEl7V3sMkBd3TxqMeZhljc3dnb2DjF77O5IyFi0iUDus3YmQBA3kkFmmAAMjh4CgABzERirXbEeDwjAAM3UwmEAC9wZiuJgeMJsjk0ACFhhgYRQYNqVgYTA4YjkXAEcZDiBsbiCVAiSSyTkcp1BERRR0MABHDgdIAA	9/9/2019, 5:29:31 PM	http://nss-grassblade.com/wordpress/gb_xapi_content/ispring1.2	
274	SetValue	cmi.core.session_time	00:03:19	9/9/2019, 5:29:33 PM	http://nss-grassblade.com/wordpress/gb_xapi_content/ispring1.2	
275	SetValue	cmi.suspend_data	N4IgJiBcCMCcsFYAcA2ANCANlaGBuUA2gAxrQC6GAakabgExoDMlIADlKJgIYDOALlQCWAUwDuIsAGVMQsCJz5RYgCIBXAE7d+QgPYA7HABYA7Bl6z5U/tpG9OIYg4DGugLZtMI/pKj8NaiJKvEI+EJD+gcGhkgASAJ5sIhqy+gDW9pCE5AC+GNAu7p7evhEBQSB4QiFhfuXRYQlJKULpmdk5eSAWciIAKkJuIqki1raZoE6QoJmkIPxQxAB0xMTQqxurpkawJkYI0EwYUg5uDpkgrh5etRgLMCubW3u7+4cYfQ73JGSs2kSge5zDhZQGDBSQOaYAAyOAQKCQxCYaz2xGQGAAZhoRCIAF4QjHcTC8EQ5XJoQGLDAgwhgoZUrCwmDwxHIuAIkxHEBYnH4qCE4mk3K5LpCIgi/LnBlAx7rJ7EbavA5ck7TEBnNUXTzceKtADmIDuOEeT0Ve2VHy+tF+GH+oPmDJpdIhUKZ0BZSKRRlQ8Mx2LxBKJJLJeUpkOpAPm4IZMLhCM9TBQsCYsFw3P9fMgAuDws6GDFWRFeZAAEdOJ0gAA==	9/9/2019, 5:29:35 PM	http://nss-grassblade.com/wordpress/gb_xapi_content/ispring1.2	
276	SetValue	cmi.core.session_time	00:03:38	9/9/2019, 5:29:52 PM	http://nss-grassblade.com/wordpress/gb_xapi_content/ispring1.2	
277	SetValue	cmi.suspend_data	N4IgJiBcBMCMAcA2A7NANCANlWGBuUA2gAxqwC6GAakabugMyUgAOUomAhgM4AuVASwCmAdyFgAypgFghOfMJEARAK4AnTrwEB7AHY4AnAFYM3abIm9NQ7uxDE7AY20BbFpiG9xUXmpVCFbgEvCEhff0Dg8QAJAE8WITVpXQBrW0hCcgBfDFgnV3dPbzC/AJA8ASCQn1LIkLiEpIFU9MysnJAzGSEAFQEXIWShS2t00AdIUHTSEF4oYgA6YmJYZbXlgBZkDYNto1gGDAk7Fzt0kGc3D2qMOchYJfXN7d2N/cOQHrs7kjJmTSIoDuMzYGSB/TkkBmmAAMjgjIh4MQGCttsQjPAMAAzNRCIQAL0hWM4mG4Qiy2TQQPmGFBhHBAxpWDh9wRSJRsAMiOQHxxeMJUGJpPJ2WyHQERDFuTOTOBj1WT2IWx2ewORxOMsgrC4sWaAHMQLccI8nsrXu8MF9JrNaH8MACwTaobTAbMIUzYfDEcjkRskAjsbiCUSSWSKTlqc7WK6tIyo57Wd6UQxEAYGAZcCA+cHBaGReHxZL2u0MABHdjtIAAA	9/9/2019, 5:29:54 PM	http://nss-grassblade.com/wordpress/gb_xapi_content/ispring1.2	
278	SetValue	cmi.core.session_time	00:03:45	9/9/2019, 5:29:58 PM	http://nss-grassblade.com/wordpress/gb_xapi_content/ispring1.2	
